rank,scholar_result_id,title,result_url,pdf_url,authors_source,year,snippet,cited_by_count,cited_by_url,versions_count,versions_url,related_url,source_page_start,source_page_url
31,Lbxux8o5KcsJ,Semanticvla: Semantic-aligned sparsification and enhancement for efficient robotic manipulation,https://ojs.aaai.org/index.php/AAAI/article/view/38904,https://ojs.aaai.org/index.php/AAAI/article/view/38904/42866,"W Li, R Zhang, R Shao, Z Fang, K Zhou… - Proceedings of the …, 2026 - ojs.aaai.org",2026,"Vision-Language-Action (VLA) models have advanced in robotic manipulation, yet practical deployment remains hindered by two key limitations:** 1) perceptual redundancy**, where …",15,"https://scholar.google.com/scholar?cites=14639295606836608045&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=14639295606836608045&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Lbxux8o5KcsJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
32,SXgZ7nzce-UJ,Conditioning matters: Training diffusion policies is faster than you think,https://proceedings.neurips.cc/paper_files/paper/2025/hash/ad6363efb7af02f7db13d087c7e649bd-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/ad6363efb7af02f7db13d087c7e649bd-Paper-Conference.pdf,"Z Dong, Y Liu, Y Li, H Zhao… - Advances in Neural …, 2026 - proceedings.neurips.cc",2026,"Diffusion policies have emerged as a mainstream paradigm for building vision-language- action (VLA) models. Although they demonstrate strong robot control capabilities, their …",6,"https://scholar.google.com/scholar?cites=16536052885949610057&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=16536052885949610057&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:SXgZ7nzce-UJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
33,Jp7YMR9SJ50J,A survey on efficient vision-language-action models,https://arxiv.org/abs/2510.24795,https://arxiv.org/pdf/2510.24795,"Z Yu, B Wang, P Zeng, H Zhang, J Zhang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action models (VLAs) represent a significant frontier in embodied intelligence, aiming to bridge digital knowledge with physical-world interaction. Despite their …",24,"https://scholar.google.com/scholar?cites=11324110081980145190&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=11324110081980145190&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Jp7YMR9SJ50J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
34,LwYwf2pgIwwJ,Hume: Introducing system-2 thinking in visual-language-action model,https://arxiv.org/abs/2505.21432,https://arxiv.org/pdf/2505.21432,"H Song, D Qu, Y Yao, Q Chen, Q Lv, Y Tang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Humans practice slow thinking before performing actual actions when handling complex tasks in the physical world. This thinking paradigm, recently, has achieved remarkable …",48,"https://scholar.google.com/scholar?cites=874648763156661807&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=874648763156661807&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:LwYwf2pgIwwJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
35,VNIJOZCB1iAJ,Villa-x: enhancing latent action modeling in vision-language-action models,https://arxiv.org/abs/2507.23682,https://arxiv.org/pdf/2507.23682,"X Chen, H Wei, P Zhang, C Zhang, K Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Vision-Language-Action (VLA) models have emerged as a popular paradigm for learning robot manipulation policies that can follow language instructions and generalize to novel …,49,"https://scholar.google.com/scholar?cites=2366221110661993044&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=2366221110661993044&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:VNIJOZCB1iAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
36,jMttrQ2-bUYJ,Flower: Democratizing generalist robot policies with efficient vision-language-action flow policies,https://arxiv.org/abs/2509.04996,https://arxiv.org/pdf/2509.04996,"M Reuss, H Zhou, M Rühle, ÖE Yağmurlu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Developing efficient Vision-Language-Action (VLA) policies is crucial for practical robotics deployment, yet current approaches face prohibitive computational costs and resource …",48,"https://scholar.google.com/scholar?cites=5074921321069923212&as_sdt=2005&sciodt=0,5&hl=ko",6,"https://scholar.google.com/scholar?cluster=5074921321069923212&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:jMttrQ2-bUYJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
37,PpEIEJW9K7IJ,Vision language action models in robotic manipulation: A systematic review,https://arxiv.org/abs/2507.10672,https://arxiv.org/pdf/2507.10672,"MU Din, W Akram, LS Saoud, J Rosell… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision Language Action (VLA) models represent a transformative shift in robotics, with the aim of unifying visual perception, natural language understanding, and embodied control …",41,"https://scholar.google.com/scholar?cites=12838563610666504510&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=12838563610666504510&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:PpEIEJW9K7IJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
38,qIne5kZKIloJ,Specprune-vla: Accelerating vision-language-action models via action-aware self-speculative pruning,https://arxiv.org/abs/2509.05614,https://arxiv.org/pdf/2509.05614,"H Wang, J Xu, Y Xiang, J Pan, Y Zhou, YL Li… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Pruning is a typical acceleration technique for compute-bound models by removing computation on unimportant values. Recently, it has been applied to accelerate Vision …",23,"https://scholar.google.com/scholar?cites=6494835281003186600&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6494835281003186600&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:qIne5kZKIloJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
39,e17FfJpal70J,Vla-cache: Efficient vision-language-action manipulation via adaptive token caching,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f062da1973ac9ac61fc6d44dd7fa309f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/f062da1973ac9ac61fc6d44dd7fa309f-Paper-Conference.pdf,"S Xu, Y Wang, C Xia, D Zhu… - Advances in Neural …, 2026 - proceedings.neurips.cc",2026,"Abstract Vision-Language-Action (VLA) models have demonstrated strong multi-modal reasoning capabilities, enabling direct action generation from visual perception and …",15,"https://scholar.google.com/scholar?cites=13661487614216461947&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=13661487614216461947&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:e17FfJpal70J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
40,jFyh7IFuGzQJ,Evo-0: Vision-language-action model with implicit spatial understanding,https://arxiv.org/abs/2507.00416,https://arxiv.org/pdf/2507.00416,"T Lin, G Li, Y Zhong, Y Zou, Y Du, J Liu, E Gu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have emerged as a promising framework for enabling generalist robots capable of perceiving, reasoning, and acting in the real world …",43,"https://scholar.google.com/scholar?cites=3754716218643274892&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=3754716218643274892&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:jFyh7IFuGzQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",30,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=30
41,KgRAACOOMbYJ,What foundation models can bring for robot learning in manipulation: A survey,https://journals.sagepub.com/doi/abs/10.1177/02783649251390579,https://journals.sagepub.com/doi/pdf/10.1177/02783649251390579,"D Li, Y Jin, Y Sun, YA, H Yu, J Shi… - … Journal of Robotics …, 2024 - journals.sagepub.com",2024,"The realization of universal robots is an ultimate goal of researchers. However, a key hurdle in achieving this goal lies in the robots' ability to manipulate objects in their unstructured …",36,"https://scholar.google.com/scholar?cites=13128430669740901418&as_sdt=2005&sciodt=0,5&hl=ko",4,"https://scholar.google.com/scholar?cluster=13128430669740901418&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:KgRAACOOMbYJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
42,SAxfNMdViJ8J,Suturebot: A precision framework & benchmark for autonomous end-to-end suturing,https://proceedings.neurips.cc/paper_files/paper/2025/hash/4d6549ae9aa0ccfcfef1ad051f1278d8-Abstract-Datasets_and_Benchmarks_Track.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/4d6549ae9aa0ccfcfef1ad051f1278d8-Paper-Datasets_and_Benchmarks_Track.pdf,"J Haworth, JT Chen, N Nelson… - Advances in …, 2026 - proceedings.neurips.cc",2026,"Robotic suturing is a prototypical long-horizon dexterous manipulation task, requiring coordinated needle grasping, precise tissue penetration, and secure knot tying. Despite …",5,"https://scholar.google.com/scholar?cites=11495532362928688200&as_sdt=2005&sciodt=0,5&hl=ko",4,"https://scholar.google.com/scholar?cluster=11495532362928688200&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:SAxfNMdViJ8J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
43,qyZqBQvZEqUJ,Geovla: Empowering 3d representations in vision-language-action models,https://arxiv.org/abs/2508.09071,https://arxiv.org/pdf/2508.09071,"L Sun, B Xie, Y Liu, H Shi, T Wang, J Cao - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models have emerged as a promising approach for enabling robots to follow language instructions and predict corresponding actions. However, current …",36,"https://scholar.google.com/scholar?cites=11894808207197611691&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=11894808207197611691&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:qyZqBQvZEqUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
44,2F03QJj72hoJ,Towards a unified understanding of robot manipulation: A comprehensive survey,https://arxiv.org/abs/2510.10903,https://arxiv.org/pdf/2510.10903,"S Bai, W Song, J Chen, Y Ji, Z Zhong, J Yang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Embodied intelligence has witnessed remarkable progress in recent years, driven by advances in computer vision, natural language processing, and the rise of large-scale …",28,"https://scholar.google.com/scholar?cites=1935135621240020440&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=1935135621240020440&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:2F03QJj72hoJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
45,CMS5EIf66VUJ,Tgrpo: Fine-tuning vision-language-action model via trajectory-wise group relative policy optimization,https://arxiv.org/abs/2506.08440,https://arxiv.org/pdf/2506.08440,"Z Chen, R Niu, H Kong, Q Wang, Q Xing… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Visual-Language-Action (VLA) models have demonstrated strong cross-scenario generalization capabilities in various robotic tasks through large-scale pre-training and task …,31,"https://scholar.google.com/scholar?cites=6190754620805596168&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6190754620805596168&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:CMS5EIf66VUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
46,YLTQbbzvsIgJ,Scalable vision-language-action model pretraining for robotic manipulation with real-life human activity videos,https://arxiv.org/abs/2510.21571,https://arxiv.org/pdf/2510.21571,"Q Li, Y Deng, Y Liang, L Luo, L Zhou, C Yao… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,This paper presents a novel approach for pretraining robotic manipulation Vision-Language- Action (VLA) models using a large corpus of unscripted real-life video recordings of human …,19,"https://scholar.google.com/scholar?cites=9849635977634559072&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=9849635977634559072&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:YLTQbbzvsIgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
47,rxbKLaQcDCUJ,Vla-rft: Vision-language-action reinforcement fine-tuning with verified rewards in world simulators,https://arxiv.org/abs/2510.00406,https://arxiv.org/pdf/2510.00406,"H Li, P Ding, R Suo, Y Wang, Z Ge, D Zang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-Language-Action (VLA) models enable embodied decision-making but rely heavily on imitation learning, leading to compounding errors and poor robustness under distribution …",38,"https://scholar.google.com/scholar?cites=2669540170592294575&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=2669540170592294575&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:rxbKLaQcDCUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
48,u3N1DAtYmXEJ,Wovr: World models as reliable simulators for post-training vla policies with rl,https://arxiv.org/abs/2602.13977,https://arxiv.org/pdf/2602.13977,"Z Jiang, S Zhou, Y Jiang, Z Huang, M Wei… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Reinforcement learning (RL) promises to unlock capabilities beyond imitation learning for Vision-Language-Action (VLA) models, but its requirement for massive real-world interaction …",14,"https://scholar.google.com/scholar?cites=8185670602199495611&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=8185670602199495611&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:u3N1DAtYmXEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
49,yKSGzZAsiRQJ,Abot-m0: Vla foundation model for robotic manipulation with action manifold learning,https://arxiv.org/abs/2602.11236,https://arxiv.org/pdf/2602.11236,"Y Yang, S Zeng, T Lin, X Chang, D Qi, J Xiao… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Building general-purpose embodied agents across diverse hardware remains a central challenge in robotics, often framed as the''one-brain, many-forms''paradigm. Progress is …",15,"https://scholar.google.com/scholar?cites=1479762953002984648&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=1479762953002984648&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:yKSGzZAsiRQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
50,h778RmVSOYQJ,"The better you learn, the smarter you prune: Towards efficient vision-language-action models via differentiable token pruning",https://arxiv.org/abs/2509.12594,https://arxiv.org/pdf/2509.12594,"T Jiang, X Jiang, Y Ma, X Wen, B Li, K Zhan… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"We present LightVLA, a simple yet effective differentiable token pruning framework for vision- language-action (VLA) models. While VLA models have shown impressive capability in …",23,"https://scholar.google.com/scholar?cites=9527737081615138439&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=9527737081615138439&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:h778RmVSOYQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",40,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=40
